Başlık,Yazar,Yıl,Dergi,DOI,Scopus URL
An Adaptive Iterated Greedy algorithm for distributed mixed no-idle permutation flowshop scheduling problems,Li Y.Z.,2021-06-01,Swarm and Evolutionary Computation,10.1016/j.swevo.2021.100874,https://api.elsevier.com/content/abstract/scopus_id/85103690898
Multi-performance based computational model for the cuboid open traveling salesman problem in a smart floating city,Kirimtat A.,2021-06-01,Building and Environment,10.1016/j.buildenv.2021.107721,https://api.elsevier.com/content/abstract/scopus_id/85102865423
Lateral inventory share-based models for IoT-enabled E-commerce sustainable food supply networks,Ekren B.Y.,2021-06-01,Computers and Operations Research,10.1016/j.cor.2021.105237,https://api.elsevier.com/content/abstract/scopus_id/85101343397
LGBTQIs in Turkey: the Challenges and Resilience of This Marginalized Group,Ince Yenilmez M.,2021-06-01,Sexuality Research and Social Policy,10.1007/s13178-020-00471-9,https://api.elsevier.com/content/abstract/scopus_id/85087381339
Orientalism in Turkish political election campaigns,Okmeydan C.K.,2021-05-28,Handbook of Research on Contemporary Approaches to Orientalism in Media and Beyond,10.4018/978-1-7998-7180-4.ch028,https://api.elsevier.com/content/abstract/scopus_id/85127968605
The effects of corporate governance practices on firm-level financial performance: Evidence from borsa istanbul xkury companies,Saygili A.T.,2021-05-24,Journal of Business Economics and Management,10.3846/jbem.2021.14440,https://api.elsevier.com/content/abstract/scopus_id/85107616945
Media performance: From the perspective of the comparative advantage theory of competition,Özkan I.,2021-05-17,Paradigm Shifts within the Communication World,,https://api.elsevier.com/content/abstract/scopus_id/85110915892
Child influencers on YouTube as the new narrators: Consumer socialization theory revisited,Uluçay D.M.,2021-05-17,Paradigm Shifts within the Communication World,,https://api.elsevier.com/content/abstract/scopus_id/85110857997
Sustainable collection center location selection in emerging economy for electronic waste with fuzzy Best-Worst and fuzzy TOPSIS,Sagnak M.,2021-05-15,Waste Management,10.1016/j.wasman.2021.03.054,https://api.elsevier.com/content/abstract/scopus_id/85105694843
"Sustainability analysis of a solar driven hydrogen production system using exergy, extended exergy, and thermo-ecological methods: Proposing and comparing of new indices",Erzen S.,2021-05-15,Energy Conversion and Management,10.1016/j.enconman.2021.114085,https://api.elsevier.com/content/abstract/scopus_id/85105005752
Novel combined extended-advanced exergy analysis methodology as a new tool to assess thermodynamic systems,Açıkkalp E.,2021-05-15,Energy Conversion and Management,10.1016/j.enconman.2021.114019,https://api.elsevier.com/content/abstract/scopus_id/85103756407
μ-Proximity structure via hereditary classes,Yildirim E.D.,2021-05-01,Maejo International Journal of Science and Technology,,https://api.elsevier.com/content/abstract/scopus_id/85110119171
Application of Signal Processing in Tracking Meteorological Drought in a Mountainous Region,Vaheddoost B.,2021-05-01,Pure and Applied Geophysics,10.1007/s00024-021-02737-8,https://api.elsevier.com/content/abstract/scopus_id/85105438793
Using system dynamics to analyze the societal impacts of blockchain technology in milk supply chainsrefer,Mangla S.K.,2021-05-01,Transportation Research Part E: Logistics and Transportation Review,10.1016/j.tre.2021.102289,https://api.elsevier.com/content/abstract/scopus_id/85103011950
Modeling and optimization of multiple traveling salesmen problems: An evolution strategy approach,Karabulut K.,2021-05-01,Computers and Operations Research,10.1016/j.cor.2020.105192,https://api.elsevier.com/content/abstract/scopus_id/85099218105
Does the Association Between Illness-Related and Religious Searches on the Internet Depend on the Level of Religiosity?,Alper S.,2021-05-01,Social Psychological and Personality Science,10.1177/1948550620923233,https://api.elsevier.com/content/abstract/scopus_id/85087403117
The Impact of Media and Cultural Beliefs on Women’s Participation in Sports in Turkey: The Challenges faced by Turkish Women in Professional Sports,İnce-Yenilmez M.,2021-04-28,Sosyoekonomi,10.17233/sosyoekonomi.2021.02.05,https://api.elsevier.com/content/abstract/scopus_id/85157807473
Blockchain technology and the circular economy: Implications for sustainability and social responsibility,Upadhyay A.,2021-04-15,Journal of Cleaner Production,10.1016/j.jclepro.2021.126130,https://api.elsevier.com/content/abstract/scopus_id/85100513657
A new holistic conceptual framework for sustainability oriented hospitality innovation with triple bottom line perspective,Ozturkoglu Y.,2021-04-08,Journal of Hospitality and Tourism Technology,10.1108/JHTT-02-2019-0022,https://api.elsevier.com/content/abstract/scopus_id/85074386459
Energy and exergy analysis of a PV-T integrated ethanol PEM electrolyzer,Caglar B.,2021-04-06,International Journal of Hydrogen Energy,10.1016/j.ijhydene.2021.01.055,https://api.elsevier.com/content/abstract/scopus_id/85100956755
A tale of two hashtags: An examination of moral content of pro- and anti-government tweets in Turkey,Bayrak F.,2021-04-01,European Journal of Social Psychology,10.1002/ejsp.2763,https://api.elsevier.com/content/abstract/scopus_id/85116688670
Compensatory usage of the internet: The case of mukbang watching on youtube,Kircaburun K.,2021-04-01,Psychiatry Investigation,10.30773/PI.2019.0340,https://api.elsevier.com/content/abstract/scopus_id/85105390336
Sustainable consumption of food: Framing the concept through Turkish expert opinions,Özkaya F.T.,2021-04-01,Sustainability (Switzerland),10.3390/su13073946,https://api.elsevier.com/content/abstract/scopus_id/85104014475
"Innovation Challenges in South Asia: Evidence from Bangladesh, Pakistan and India",Kabadurmus F.N.K.,2021-04-01,Journal of South Asian Development,10.1177/0973174121991737,https://api.elsevier.com/content/abstract/scopus_id/85103670266
Achieving query performance in the cloud via a cost-effective data replication strategy,Tos U.,2021-04-01,Soft Computing,10.1007/s00500-020-05544-w,https://api.elsevier.com/content/abstract/scopus_id/85102353113
Numerical simulation and parametric study of various operational factors affecting a PV-battery-air conditioner system under prevailing European weather conditions,Ozcan H.G.,2021-04-01,Sustainable Cities and Society,10.1016/j.scs.2021.102754,https://api.elsevier.com/content/abstract/scopus_id/85100639904
"What makes labor markets inaccessible for women migrants? From ""triple disadvantage"" to multiple challenges",Özerim M.G.,2021-03-08,The Economics of Gender Equality in the Labour Market: Policies in Turkey and other Emerging Economies,,https://api.elsevier.com/content/abstract/scopus_id/85105672890
Femvertising: A new concept for female empowerment in advertising,Yarimoğlu E.,2021-03-08,The Economics of Gender Equality in the Labour Market: Policies in Turkey and other Emerging Economies,,https://api.elsevier.com/content/abstract/scopus_id/85105670132
The Economics of Gender Equality in the Labour Market: Policies in Turkey and other Emerging Economies,Yenilmez M.I.,2021-03-08,The Economics of Gender Equality in the Labour Market: Policies in Turkey and other Emerging Economies,10.4324/9781003141655,https://api.elsevier.com/content/abstract/scopus_id/85105655096
Bridging the gender gap in emerging economies for a better future of work for all,Yenilmez M.I.,2021-03-08,The Economics of Gender Equality in the Labour Market: Policies in Turkey and other Emerging Economies,,https://api.elsevier.com/content/abstract/scopus_id/85105617594
The gender-responsive budgeting: A way of coping with gender inequalities,Halaç U.,2021-03-08,The Economics of Gender Equality in the Labour Market: Policies in Turkey and other Emerging Economies,,https://api.elsevier.com/content/abstract/scopus_id/85105614014
An Evaluation of the Websites Used by Turkish EFL Teachers,Cengiz B.C.,2021-03-04,CALL-EJ,,https://api.elsevier.com/content/abstract/scopus_id/85134481454
Discussing the Populist Features of Anti-refugee Discourses on Social Media: An Anti-Syrian Hashtag in Turkish Twitter,Ozerim M.G.,2021-03-01,Journal of Refugee Studies,10.1093/jrs/feaa022,https://api.elsevier.com/content/abstract/scopus_id/85131073911
Filters of strong Sheffer stroke non-associative MV-algebras,Oner T.,2021-03-01,"Analele Stiintifice ale Universitatii Ovidius Constanta, Seria Matematica",10.2478/auom-2021-0010,https://api.elsevier.com/content/abstract/scopus_id/85104615119
Omni-chanel network design towards circular economy under inventory share policies,İzmirli D.,2021-03-01,Sustainability (Switzerland),10.3390/su13052875,https://api.elsevier.com/content/abstract/scopus_id/85102706997
Simulation‐based performance analysis for a novel avs/rs technology with movable lifts,Jerman B.,2021-03-01,Applied Sciences (Switzerland),10.3390/app11052283,https://api.elsevier.com/content/abstract/scopus_id/85102682851
Artificial Intelligence Approaches to Estimate the Transport Energy Demand in Turkey,Turgut M.S.,2021-03-01,Arabian Journal for Science and Engineering,10.1007/s13369-020-05108-y,https://api.elsevier.com/content/abstract/scopus_id/85098572971
Implementation of hybrid particle swarm optimization-differential evolution algorithms coupled with multi-layer perceptron for suspended sediment load estimation,Mohammadi B.,2021-03-01,Catena,10.1016/j.catena.2020.105024,https://api.elsevier.com/content/abstract/scopus_id/85095810234
Iterative classifier optimizer-based pace regression and random forest hybrid models for suspended sediment load prediction,Meshram S.G.,2021-03-01,Environmental Science and Pollution Research,10.1007/s11356-020-11335-5,https://api.elsevier.com/content/abstract/scopus_id/85094659667
Scalable parallel implementation of migrating birds optimization for the multi-objective task allocation problem,Öz D.,2021-03-01,Journal of Supercomputing,10.1007/s11227-020-03369-w,https://api.elsevier.com/content/abstract/scopus_id/85087387724
Aisle designs in unit-load warehouses with different flow policies of multiple pickup and deposit points,Kocaman Y.,2021-03-01,Central European Journal of Operations Research,10.1007/s10100-019-00646-9,https://api.elsevier.com/content/abstract/scopus_id/85072052981
"Analysis, design, and actual fabrication of a hybrid microstrip-SIW bandpass filter based on cascaded hardware integration at X-band",Guvenli K.,2021-02-25,Elektronika ir Elektrotechnika,10.5755/j02.eie.27479,https://api.elsevier.com/content/abstract/scopus_id/85101533526
How do social entrepreneurs develop technological innovation?,Turker D.,2021-02-20,Social Enterprise Journal,10.1108/SEJ-05-2020-0034,https://api.elsevier.com/content/abstract/scopus_id/85100101165
An evaluation of measuring the publicness level of interiors in public building design: Visual Graph Analysis (VGA) approach,Aykutlar P.,2021-02-19,Human-Computer Interaction and Technology Integration in Modern Society,10.4018/978-1-7998-5849-2.ch012,https://api.elsevier.com/content/abstract/scopus_id/85136446092
Evaluation and lessons learned from a campus as a living lab program to promote sustainable practices,Save P.,2021-02-02,Sustainability (Switzerland),10.3390/su13041739,https://api.elsevier.com/content/abstract/scopus_id/85100869690
A dynamic functional model of diode bridge rectifier for unbalanced input voltage conditions,Deriszadeh A.,2021-02-01,IET Power Electronics,10.1049/pel2.12040,https://api.elsevier.com/content/abstract/scopus_id/85101365671
Torsional characteristics of carbon nanotubes: Micropolar elasticity models and molecular dynamics simulation,Izadi R.,2021-02-01,Nanomaterials,10.3390/nano11020453,https://api.elsevier.com/content/abstract/scopus_id/85100691680
An effective iterated greedy algorithm for solving a multi-compartment AGV scheduling problem in a matrix manufacturing workshop,Zou W.Q.,2021-02-01,Applied Soft Computing,10.1016/j.asoc.2020.106945,https://api.elsevier.com/content/abstract/scopus_id/85097248946
Evaluation of the Static and Pseudo-Static Stability and Effectiveness of an Improvement Technique for Slopes of the Vanyar Dam Reservoir,Ahbab A.,2021-02-01,KSCE Journal of Civil Engineering,10.1007/s12205-020-0780-0,https://api.elsevier.com/content/abstract/scopus_id/85096879428
Public attitudes towards climate change: A cross-country analysis,Arıkan G.,2021-02-01,British Journal of Politics and International Relations,10.1177/1369148120951013,https://api.elsevier.com/content/abstract/scopus_id/85091010813
The production of space through transmediated identity practices: Spatial self in Instagram at Mavibahçe Shopping Centre in İzmir,Yılmaz A.,2021-02-01,Convergence,10.1177/1354856519869995,https://api.elsevier.com/content/abstract/scopus_id/85071522385
Stress distribution around an elliptic hole in a plate with ‘implicit’ and ‘explicit’ non-local models,Tuna M.,2021-01-15,Composite Structures,10.1016/j.compstruct.2020.113003,https://api.elsevier.com/content/abstract/scopus_id/85094174286
The Role of Culture in Environmental Sustainability,Çetiner B.,2021-01-01,Present Environment and Sustainable Development,10.15551/pesd2021152021,https://api.elsevier.com/content/abstract/scopus_id/85202022106
